Bulan,Tahun,Tanggal,Kurs,terbesar sejak?,21-Aug-2025
5,2019,29 May 2019,"Rp14,417.00",-,-14417
5,2019,31 May 2019,"Rp14,385.00",-,-14385
6,2019,10 June 2019,"Rp14,231.00",-,-14231
6,2019,11 June 2019,"Rp14,258.00",10 June 2019,-14258
6,2019,12 June 2019,"Rp14,234.00",10 June 2019,-14234
6,2019,13 June 2019,"Rp14,270.00",12 June 2019,-14270
6,2019,14 June 2019,"Rp14,304.00",13 June 2019,-14304
6,2019,17 June 2019,"Rp14,346.00",14 June 2019,-14346
6,2019,18 June 2019,"Rp14,334.00",14 June 2019,-14334
6,2019,19 June 2019,"Rp14,271.00",13 June 2019,-14271
6,2019,20 June 2019,"Rp14,236.00",12 June 2019,-14236
6,2019,21 June 2019,"Rp14,116.00",-,-14116
6,2019,24 June 2019,"Rp14,165.00",21 June 2019,-14165
6,2019,25 June 2019,"Rp14,138.00",21 June 2019,-14138
6,2019,26 June 2019,"Rp14,174.00",25 June 2019,-14174
6,2019,27 June 2019,"Rp14,180.00",26 June 2019,-14180
6,2019,28 June 2019,"Rp14,141.00",25 June 2019,-14141
7,2019,01 July 2019,"Rp14,117.00",21 June 2019,-14117
7,2019,02 July 2019,"Rp14,140.00",01 July 2019,-14140
7,2019,03 July 2019,"Rp14,160.00",02 July 2019,-14160
7,2019,04 July 2019,"Rp14,106.00",-,-14106
7,2019,05 July 2019,"Rp14,148.00",04 July 2019,-14148
7,2019,08 July 2019,"Rp14,147.00",04 July 2019,-14147
7,2019,09 July 2019,"Rp14,129.00",04 July 2019,-14129
7,2019,10 July 2019,"Rp14,152.00",09 July 2019,-14152
7,2019,11 July 2019,"Rp14,089.00",-,-14089
7,2019,12 July 2019,"Rp14,085.00",-,-14085
7,2019,15 July 2019,"Rp13,970.00",-,-13970
7,2019,16 July 2019,"Rp13,925.00",-,-13925
7,2019,17 July 2019,"Rp13,949.00",16 July 2019,-13949
7,2019,18 July 2019,"Rp13,976.00",17 July 2019,-13976
7,2019,19 July 2019,"Rp13,913.00",-,-13913
7,2019,22 July 2019,"Rp13,963.00",19 July 2019,-13963
7,2019,23 July 2019,"Rp13,973.00",22 July 2019,-13973
7,2019,24 July 2019,"Rp14,011.00",23 July 2019,-14011
7,2019,25 July 2019,"Rp13,986.00",23 July 2019,-13986
7,2019,26 July 2019,"Rp14,001.00",25 July 2019,-14001
7,2019,29 July 2019,"Rp14,010.00",26 July 2019,-14010
7,2019,30 July 2019,"Rp14,034.00",29 July 2019,-14034
7,2019,31 July 2019,"Rp14,026.00",29 July 2019,-14026
8,2019,01 August 2019,"Rp14,098.00",31 July 2019,-14098
8,2019,02 August 2019,"Rp14,203.00",01 August 2019,-14203
8,2019,05 August 2019,"Rp14,231.00",02 August 2019,-14231
8,2019,06 August 2019,"Rp14,344.00",05 August 2019,-14344
8,2019,07 August 2019,"Rp14,275.00",05 August 2019,-14275
8,2019,08 August 2019,"Rp14,231.00",02 August 2019,-14231
8,2019,09 August 2019,"Rp14,195.00",01 August 2019,-14195
8,2019,12 August 2019,"Rp14,220.00",09 August 2019,-14220
8,2019,13 August 2019,"Rp14,283.00",12 August 2019,-14283
8,2019,14 August 2019,"Rp14,234.00",12 August 2019,-14234
8,2019,15 August 2019,"Rp14,296.00",14 August 2019,-14296
8,2019,16 August 2019,"Rp14,258.00",14 August 2019,-14258
8,2019,19 August 2019,"Rp14,203.00",09 August 2019,-14203
8,2019,20 August 2019,"Rp14,262.00",19 August 2019,-14262
8,2019,21 August 2019,"Rp14,259.00",19 August 2019,-14259
8,2019,22 August 2019,"Rp14,234.00",19 August 2019,-14234
8,2019,23 August 2019,"Rp14,249.00",22 August 2019,-14249
8,2019,26 August 2019,"Rp14,261.00",23 August 2019,-14261
8,2019,27 August 2019,"Rp14,235.00",22 August 2019,-14235
8,2019,28 August 2019,"Rp14,263.00",27 August 2019,-14263
8,2019,29 August 2019,"Rp14,254.00",27 August 2019,-14254
8,2019,30 August 2019,"Rp14,237.00",27 August 2019,-14237
9,2019,02 September 2019,"Rp14,190.00",01 August 2019,-14190
9,2019,03 September 2019,"Rp14,217.00",02 September 2019,-14217
9,2019,04 September 2019,"Rp14,218.00",03 September 2019,-14218
9,2019,05 September 2019,"Rp14,153.00",01 August 2019,-14153
9,2019,06 September 2019,"Rp14,140.00",01 August 2019,-14140
9,2019,09 September 2019,"Rp14,092.00",31 July 2019,-14092
9,2019,10 September 2019,"Rp14,031.00",31 July 2019,-14031
9,2019,11 September 2019,"Rp14,063.00",10 September 2019,-14063
9,2019,12 September 2019,"Rp14,052.00",10 September 2019,-14052
9,2019,13 September 2019,"Rp13,950.00",19 July 2019,-13950
9,2019,16 September 2019,"Rp14,020.00",13 September 2019,-14020
9,2019,17 September 2019,"Rp14,100.00",16 September 2019,-14100
9,2019,18 September 2019,"Rp14,080.00",16 September 2019,-14080
9,2019,19 September 2019,"Rp14,099.00",18 September 2019,-14099
9,2019,20 September 2019,"Rp14,085.00",18 September 2019,-14085
9,2019,23 September 2019,"Rp14,077.00",16 September 2019,-14077
9,2019,24 September 2019,"Rp14,099.00",23 September 2019,-14099
9,2019,25 September 2019,"Rp14,134.00",24 September 2019,-14134
9,2019,26 September 2019,"Rp14,162.00",25 September 2019,-14162
9,2019,27 September 2019,"Rp14,197.00",26 September 2019,-14197
9,2019,30 September 2019,"Rp14,174.00",26 September 2019,-14174
10,2019,01 October 2019,"Rp14,196.00",30 September 2019,-14196
10,2019,02 October 2019,"Rp14,207.00",01 October 2019,-14207
10,2019,03 October 2019,"Rp14,193.00",30 September 2019,-14193
10,2019,04 October 2019,"Rp14,135.00",25 September 2019,-14135
10,2019,07 October 2019,"Rp14,156.00",04 October 2019,-14156
10,2019,08 October 2019,"Rp14,170.00",07 October 2019,-14170
10,2019,09 October 2019,"Rp14,182.00",08 October 2019,-14182
10,2019,10 October 2019,"Rp14,157.00",07 October 2019,-14157
10,2019,11 October 2019,"Rp14,139.00",04 October 2019,-14139
10,2019,14 October 2019,"Rp14,126.00",24 September 2019,-14126
10,2019,15 October 2019,"Rp14,140.00",14 October 2019,-14140
10,2019,16 October 2019,"Rp14,187.00",15 October 2019,-14187
10,2019,17 October 2019,"Rp14,172.00",15 October 2019,-14172
10,2019,18 October 2019,"Rp14,140.00",14 October 2019,-14140
10,2019,21 October 2019,"Rp14,132.00",14 October 2019,-14132
10,2019,22 October 2019,"Rp14,058.00",16 September 2019,-14058
10,2019,23 October 2019,"Rp14,051.00",16 September 2019,-14051
10,2019,24 October 2019,"Rp13,996.00",13 September 2019,-13996
10,2019,25 October 2019,"Rp14,064.00",24 October 2019,-14064
10,2019,28 October 2019,"Rp14,023.00",24 October 2019,-14023
10,2019,29 October 2019,"Rp14,028.00",28 October 2019,-14028
10,2019,30 October 2019,"Rp14,044.00",29 October 2019,-14044
10,2019,31 October 2019,"Rp14,008.00",24 October 2019,-14008
11,2019,01 November 2019,"Rp14,066.00",31 October 2019,-14066
11,2019,04 November 2019,"Rp14,002.00",24 October 2019,-14002
11,2019,05 November 2019,"Rp14,031.00",04 November 2019,-14031
11,2019,06 November 2019,"Rp13,992.00",13 September 2019,-13992
11,2019,07 November 2019,"Rp14,040.00",06 November 2019,-14040
11,2019,08 November 2019,"Rp14,020.00",06 November 2019,-14020
11,2019,11 November 2019,"Rp14,040.00",08 November 2019,-14040
11,2019,12 November 2019,"Rp14,059.00",11 November 2019,-14059
11,2019,13 November 2019,"Rp14,082.00",12 November 2019,-14082
11,2019,14 November 2019,"Rp14,098.00",13 November 2019,-14098
11,2019,15 November 2019,"Rp14,069.00",12 November 2019,-14069
11,2019,18 November 2019,"Rp14,075.00",15 November 2019,-14075
11,2019,19 November 2019,"Rp14,091.00",18 November 2019,-14091
11,2019,20 November 2019,"Rp14,097.00",19 November 2019,-14097
11,2019,21 November 2019,"Rp14,112.00",20 November 2019,-14112
11,2019,22 November 2019,"Rp14,100.00",20 November 2019,-14100
11,2019,25 November 2019,"Rp14,091.00",18 November 2019,-14091
11,2019,26 November 2019,"Rp14,081.00",18 November 2019,-14081
11,2019,27 November 2019,"Rp14,096.00",26 November 2019,-14096
11,2019,28 November 2019,"Rp14,099.00",27 November 2019,-14099
11,2019,29 November 2019,"Rp14,102.00",28 November 2019,-14102
12,2019,02 December 2019,"Rp14,122.00",29 November 2019,-14122
12,2019,03 December 2019,"Rp14,130.00",02 December 2019,-14130
12,2019,04 December 2019,"Rp14,125.00",02 December 2019,-14125
12,2019,05 December 2019,"Rp14,094.00",26 November 2019,-14094
12,2019,06 December 2019,"Rp14,037.00",08 November 2019,-14037
12,2019,09 December 2019,"Rp14,021.00",08 November 2019,-14021
12,2019,10 December 2019,"Rp14,004.00",06 November 2019,-14004
12,2019,11 December 2019,"Rp14,025.00",10 December 2019,-14025
12,2019,12 December 2019,"Rp14,042.00",11 December 2019,-14042
12,2019,13 December 2019,"Rp13,982.00",13 September 2019,-13982
12,2019,16 December 2019,"Rp14,004.00",13 December 2019,-14004
12,2019,17 December 2019,"Rp14,018.00",16 December 2019,-14018
12,2019,18 December 2019,"Rp14,007.00",16 December 2019,-14007
12,2019,19 December 2019,"Rp13,983.00",13 December 2019,-13983
12,2019,20 December 2019,"Rp13,993.00",19 December 2019,-13993
12,2019,23 December 2019,"Rp13,978.00",13 September 2019,-13978
12,2019,26 December 2019,"Rp13,982.00",23 December 2019,-13982
12,2019,27 December 2019,"Rp13,956.00",13 September 2019,-13956
12,2019,30 December 2019,"Rp13,945.00",19 July 2019,-13945
12,2019,31 December 2019,"Rp13,901.00",-,-13901
1,2020,02 January 2020,"Rp13,895.00",-,-13895
1,2020,03 January 2020,"Rp13,899.00",02 January 2020,-13899
1,2020,06 January 2020,"Rp13,961.00",03 January 2020,-13961
1,2020,07 January 2020,"Rp13,919.00",03 January 2020,-13919
1,2020,08 January 2020,"Rp13,934.00",07 January 2020,-13934
1,2020,09 January 2020,"Rp13,860.00",-,-13860
1,2020,10 January 2020,"Rp13,812.00",-,-13812
1,2020,13 January 2020,"Rp13,708.00",-,-13708
1,2020,14 January 2020,"Rp13,654.00",-,-13654
1,2020,15 January 2020,"Rp13,706.00",14 January 2020,-13706
1,2020,16 January 2020,"Rp13,658.00",14 January 2020,-13658
1,2020,17 January 2020,"Rp13,648.00",-,-13648
1,2020,20 January 2020,"Rp13,654.00",17 January 2020,-13654
1,2020,21 January 2020,"Rp13,658.00",20 January 2020,-13658
1,2020,22 January 2020,"Rp13,678.00",21 January 2020,-13678
1,2020,23 January 2020,"Rp13,626.00",-,-13626
1,2020,24 January 2020,"Rp13,632.00",23 January 2020,-13632
1,2020,27 January 2020,"Rp13,612.00",-,-13612
1,2020,28 January 2020,"Rp13,647.00",27 January 2020,-13647
1,2020,29 January 2020,"Rp13,634.00",27 January 2020,-13634
1,2020,30 January 2020,"Rp13,652.00",29 January 2020,-13652
1,2020,31 January 2020,"Rp13,662.00",30 January 2020,-13662
2,2020,03 February 2020,"Rp13,726.00",31 January 2020,-13726
2,2020,04 February 2020,"Rp13,760.00",03 February 2020,-13760
2,2020,05 February 2020,"Rp13,717.00",31 January 2020,-13717
2,2020,06 February 2020,"Rp13,662.00",30 January 2020,-13662
2,2020,07 February 2020,"Rp13,647.00",29 January 2020,-13647
2,2020,10 February 2020,"Rp13,708.00",07 February 2020,-13708
2,2020,11 February 2020,"Rp13,686.00",07 February 2020,-13686
2,2020,12 February 2020,"Rp13,659.00",07 February 2020,-13659
2,2020,13 February 2020,"Rp13,679.00",12 February 2020,-13679
2,2020,14 February 2020,"Rp13,707.00",13 February 2020,-13707
2,2020,17 February 2020,"Rp13,693.00",13 February 2020,-13693
2,2020,18 February 2020,"Rp13,676.00",12 February 2020,-13676
2,2020,19 February 2020,"Rp13,717.00",18 February 2020,-13717
2,2020,20 February 2020,"Rp13,735.00",19 February 2020,-13735
2,2020,21 February 2020,"Rp13,777.00",20 February 2020,-13777
2,2020,24 February 2020,"Rp13,863.00",21 February 2020,-13863
2,2020,25 February 2020,"Rp13,893.00",24 February 2020,-13893
2,2020,26 February 2020,"Rp13,966.00",25 February 2020,-13966
2,2020,27 February 2020,"Rp14,018.00",26 February 2020,-14018
2,2020,28 February 2020,"Rp14,234.00",27 February 2020,-14234
3,2020,02 March 2020,"Rp14,413.00",28 February 2020,-14413
3,2020,03 March 2020,"Rp14,222.00",27 February 2020,-14222
3,2020,04 March 2020,"Rp14,171.00",27 February 2020,-14171
3,2020,05 March 2020,"Rp14,168.00",27 February 2020,-14168
3,2020,06 March 2020,"Rp14,267.00",05 March 2020,-14267
3,2020,09 March 2020,"Rp14,342.00",06 March 2020,-14342
3,2020,10 March 2020,"Rp14,411.00",09 March 2020,-14411
3,2020,11 March 2020,"Rp14,323.00",06 March 2020,-14323
3,2020,12 March 2020,"Rp14,490.00",11 March 2020,-14490
3,2020,13 March 2020,"Rp14,815.00",12 March 2020,-14815
3,2020,16 March 2020,"Rp14,818.00",13 March 2020,-14818
3,2020,17 March 2020,"Rp15,083.00",16 March 2020,-15083
3,2020,18 March 2020,"Rp15,223.00",17 March 2020,-15223
3,2020,19 March 2020,"Rp15,712.00",18 March 2020,-15712
3,2020,20 March 2020,"Rp16,273.00",19 March 2020,-16273
3,2020,23 March 2020,"Rp16,608.00",20 March 2020,-16608
3,2020,24 March 2020,"Rp16,486.00",20 March 2020,-16486
3,2020,26 March 2020,"Rp16,328.00",20 March 2020,-16328
3,2020,27 March 2020,"Rp16,230.00",19 March 2020,-16230
3,2020,30 March 2020,"Rp16,336.00",27 March 2020,-16336
3,2020,31 March 2020,"Rp16,367.00",30 March 2020,-16367
4,2020,01 April 2020,"Rp16,413.00",31 March 2020,-16413
4,2020,02 April 2020,"Rp16,741.00",01 April 2020,-16741
4,2020,03 April 2020,"Rp16,464.00",01 April 2020,-16464
4,2020,06 April 2020,"Rp16,556.00",03 April 2020,-16556
4,2020,07 April 2020,"Rp16,410.00",31 March 2020,-16410
4,2020,08 April 2020,"Rp16,245.00",27 March 2020,-16245
4,2020,09 April 2020,"Rp16,241.00",27 March 2020,-16241
4,2020,13 April 2020,"Rp15,840.00",19 March 2020,-15840
4,2020,14 April 2020,"Rp15,722.00",19 March 2020,-15722
4,2020,15 April 2020,"Rp15,707.00",18 March 2020,-15707
4,2020,16 April 2020,"Rp15,787.00",15 April 2020,-15787
4,2020,17 April 2020,"Rp15,503.00",18 March 2020,-15503
4,2020,20 April 2020,"Rp15,543.00",17 April 2020,-15543
4,2020,21 April 2020,"Rp15,643.00",20 April 2020,-15643
4,2020,22 April 2020,"Rp15,567.00",20 April 2020,-15567
4,2020,23 April 2020,"Rp15,630.00",22 April 2020,-15630
4,2020,24 April 2020,"Rp15,553.00",20 April 2020,-15553
4,2020,27 April 2020,"Rp15,591.00",24 April 2020,-15591
4,2020,28 April 2020,"Rp15,488.00",18 March 2020,-15488
4,2020,29 April 2020,"Rp15,415.00",18 March 2020,-15415
4,2020,30 April 2020,"Rp15,157.00",17 March 2020,-15157
5,2020,04 May 2020,"Rp15,073.00",16 March 2020,-15073
5,2020,05 May 2020,"Rp15,104.00",04 May 2020,-15104
5,2020,06 May 2020,"Rp15,127.00",05 May 2020,-15127
5,2020,08 May 2020,"Rp15,009.00",16 March 2020,-15009
5,2020,11 May 2020,"Rp14,936.00",16 March 2020,-14936
5,2020,12 May 2020,"Rp14,978.00",11 May 2020,-14978
5,2020,13 May 2020,"Rp14,887.00",16 March 2020,-14887
5,2020,14 May 2020,"Rp14,946.00",13 May 2020,-14946
5,2020,15 May 2020,"Rp14,909.00",13 May 2020,-14909
5,2020,18 May 2020,"Rp14,885.00",16 March 2020,-14885
5,2020,19 May 2020,"Rp14,823.00",16 March 2020,-14823
5,2020,20 May 2020,"Rp14,785.00",12 March 2020,-14785
5,2020,26 May 2020,"Rp14,774.00",12 March 2020,-14774
5,2020,27 May 2020,"Rp14,761.00",12 March 2020,-14761
5,2020,28 May 2020,"Rp14,769.00",27 May 2020,-14769
5,2020,29 May 2020,"Rp14,733.00",12 March 2020,-14733
6,2020,02 June 2020,"Rp14,502.00",12 March 2020,-14502
6,2020,03 June 2020,"Rp14,245.00",05 March 2020,-14245
6,2020,04 June 2020,"Rp14,165.00",27 February 2020,-14165
6,2020,05 June 2020,"Rp14,100.00",27 February 2020,-14100
6,2020,08 June 2020,"Rp13,956.00",25 February 2020,-13956
6,2020,09 June 2020,"Rp13,973.00",08 June 2020,-13973
6,2020,10 June 2020,"Rp14,083.00",09 June 2020,-14083
6,2020,11 June 2020,"Rp14,014.00",09 June 2020,-14014
6,2020,12 June 2020,"Rp14,257.00",11 June 2020,-14257
6,2020,15 June 2020,"Rp14,228.00",11 June 2020,-14228
6,2020,16 June 2020,"Rp14,155.00",11 June 2020,-14155
6,2020,17 June 2020,"Rp14,234.00",16 June 2020,-14234
6,2020,18 June 2020,"Rp14,186.00",16 June 2020,-14186
6,2020,19 June 2020,"Rp14,242.00",18 June 2020,-14242
6,2020,22 June 2020,"Rp14,209.00",18 June 2020,-14209
6,2020,23 June 2020,"Rp14,265.00",22 June 2020,-14265
6,2020,24 June 2020,"Rp14,160.00",16 June 2020,-14160
6,2020,25 June 2020,"Rp14,231.00",24 June 2020,-14231
6,2020,26 June 2020,"Rp14,239.00",25 June 2020,-14239
6,2020,29 June 2020,"Rp14,369.00",26 June 2020,-14369
6,2020,30 June 2020,"Rp14,302.00",26 June 2020,-14302
7,2020,01 July 2020,"Rp14,341.00",30 June 2020,-14341
7,2020,02 July 2020,"Rp14,516.00",01 July 2020,-14516
7,2020,03 July 2020,"Rp14,566.00",02 July 2020,-14566
7,2020,06 July 2020,"Rp14,547.00",02 July 2020,-14547
7,2020,07 July 2020,"Rp14,456.00",01 July 2020,-14456
7,2020,08 July 2020,"Rp14,460.00",07 July 2020,-14460
7,2020,09 July 2020,"Rp14,446.00",01 July 2020,-14446
7,2020,10 July 2020,"Rp14,501.00",09 July 2020,-14501
7,2020,13 July 2020,"Rp14,486.00",09 July 2020,-14486
7,2020,14 July 2020,"Rp14,512.00",13 July 2020,-14512
7,2020,15 July 2020,"Rp14,616.00",14 July 2020,-14616
7,2020,16 July 2020,"Rp14,632.00",15 July 2020,-14632
7,2020,17 July 2020,"Rp14,780.00",16 July 2020,-14780
7,2020,20 July 2020,"Rp14,832.00",17 July 2020,-14832
7,2020,21 July 2020,"Rp14,813.00",17 July 2020,-14813
7,2020,22 July 2020,"Rp14,655.00",16 July 2020,-14655
7,2020,23 July 2020,"Rp14,669.00",22 July 2020,-14669
7,2020,24 July 2020,"Rp14,614.00",14 July 2020,-14614
7,2020,27 July 2020,"Rp14,605.00",14 July 2020,-14605
7,2020,28 July 2020,"Rp14,543.00",14 July 2020,-14543
7,2020,29 July 2020,"Rp14,570.00",28 July 2020,-14570
7,2020,30 July 2020,"Rp14,653.00",29 July 2020,-14653
8,2020,03 August 2020,"Rp14,713.00",30 July 2020,-14713
8,2020,04 August 2020,"Rp14,697.00",30 July 2020,-14697
8,2020,05 August 2020,"Rp14,623.00",29 July 2020,-14623
8,2020,06 August 2020,"Rp14,587.00",29 July 2020,-14587
8,2020,07 August 2020,"Rp14,647.00",06 August 2020,-14647
8,2020,10 August 2020,"Rp14,750.00",07 August 2020,-14750
8,2020,11 August 2020,"Rp14,728.00",07 August 2020,-14728
8,2020,12 August 2020,"Rp14,777.00",11 August 2020,-14777
8,2020,13 August 2020,"Rp14,877.00",12 August 2020,-14877
8,2020,14 August 2020,"Rp14,917.00",13 August 2020,-14917
8,2020,18 August 2020,"Rp14,907.00",13 August 2020,-14907
8,2020,19 August 2020,"Rp14,786.00",12 August 2020,-14786
8,2020,24 August 2020,"Rp14,794.00",19 August 2020,-14794
8,2020,25 August 2020,"Rp14,632.00",06 August 2020,-14632
8,2020,26 August 2020,"Rp14,636.00",25 August 2020,-14636
8,2020,27 August 2020,"Rp14,714.00",26 August 2020,-14714
8,2020,28 August 2020,"Rp14,702.00",26 August 2020,-14702
8,2020,31 August 2020,"Rp14,554.00",28 July 2020,-14554
9,2020,01 September 2020,"Rp14,615.00",31 August 2020,-14615
9,2020,02 September 2020,"Rp14,804.00",01 September 2020,-14804
9,2020,03 September 2020,"Rp14,818.00",02 September 2020,-14818
9,2020,04 September 2020,"Rp14,792.00",01 September 2020,-14792
9,2020,07 September 2020,"Rp14,754.00",01 September 2020,-14754
9,2020,08 September 2020,"Rp14,798.00",07 September 2020,-14798
9,2020,09 September 2020,"Rp14,853.00",08 September 2020,-14853
9,2020,10 September 2020,"Rp14,871.00",09 September 2020,-14871
9,2020,11 September 2020,"Rp14,979.00",10 September 2020,-14979
9,2020,14 September 2020,"Rp14,974.00",10 September 2020,-14974
9,2020,15 September 2020,"Rp14,870.00",09 September 2020,-14870
9,2020,16 September 2020,"Rp14,844.00",08 September 2020,-14844
9,2020,17 September 2020,"Rp14,878.00",16 September 2020,-14878
9,2020,18 September 2020,"Rp14,768.00",07 September 2020,-14768
9,2020,21 September 2020,"Rp14,723.00",01 September 2020,-14723
9,2020,22 September 2020,"Rp14,782.00",21 September 2020,-14782
9,2020,23 September 2020,"Rp14,835.00",22 September 2020,-14835
9,2020,24 September 2020,"Rp14,949.00",23 September 2020,-14949
9,2020,25 September 2020,"Rp14,951.00",24 September 2020,-14951
9,2020,28 September 2020,"Rp14,959.00",25 September 2020,-14959
9,2020,29 September 2020,"Rp14,920.00",23 September 2020,-14920
9,2020,30 September 2020,"Rp14,918.00",23 September 2020,-14918
10,2020,01 October 2020,"Rp14,876.00",23 September 2020,-14876
10,2020,02 October 2020,"Rp14,890.00",01 October 2020,-14890
10,2020,05 October 2020,"Rp14,867.00",23 September 2020,-14867
10,2020,06 October 2020,"Rp14,712.00",01 September 2020,-14712
10,2020,07 October 2020,"Rp14,784.00",06 October 2020,-14784
10,2020,08 October 2020,"Rp14,750.00",06 October 2020,-14750
10,2020,09 October 2020,"Rp14,737.00",06 October 2020,-14737
10,2020,12 October 2020,"Rp14,746.00",09 October 2020,-14746
10,2020,13 October 2020,"Rp14,793.00",12 October 2020,-14793
10,2020,14 October 2020,"Rp14,780.00",12 October 2020,-14780
10,2020,15 October 2020,"Rp14,760.00",12 October 2020,-14760
10,2020,16 October 2020,"Rp14,766.00",15 October 2020,-14766
10,2020,19 October 2020,"Rp14,741.00",09 October 2020,-14741
10,2020,20 October 2020,"Rp14,729.00",06 October 2020,-14729
10,2020,21 October 2020,"Rp14,658.00",01 September 2020,-14658
10,2020,22 October 2020,"Rp14,697.00",21 October 2020,-14697
10,2020,23 October 2020,"Rp14,738.00",22 October 2020,-14738
10,2020,26 October 2020,"Rp14,697.00",21 October 2020,-14697
10,2020,27 October 2020,"Rp14,690.00",21 October 2020,-14690
11,2020,02 November 2020,"Rp14,718.00",27 October 2020,-14718
11,2020,03 November 2020,"Rp14,609.00",31 August 2020,-14609
11,2020,04 November 2020,"Rp14,557.00",31 August 2020,-14557
11,2020,05 November 2020,"Rp14,439.00",01 July 2020,-14439
11,2020,06 November 2020,"Rp14,321.00",30 June 2020,-14321
11,2020,09 November 2020,"Rp14,172.00",24 June 2020,-14172
11,2020,10 November 2020,"Rp14,015.00",11 June 2020,-14015
11,2020,11 November 2020,"Rp14,076.00",10 November 2020,-14076
11,2020,12 November 2020,"Rp14,187.00",11 November 2020,-14187
11,2020,13 November 2020,"Rp14,222.00",12 November 2020,-14222
11,2020,16 November 2020,"Rp14,139.00",11 November 2020,-14139
11,2020,17 November 2020,"Rp14,073.00",10 November 2020,-14073
11,2020,18 November 2020,"Rp14,118.00",17 November 2020,-14118
11,2020,19 November 2020,"Rp14,167.00",18 November 2020,-14167
11,2020,20 November 2020,"Rp14,228.00",19 November 2020,-14228
11,2020,23 November 2020,"Rp14,164.00",18 November 2020,-14164
11,2020,24 November 2020,"Rp14,196.00",23 November 2020,-14196
11,2020,25 November 2020,"Rp14,169.00",23 November 2020,-14169
11,2020,26 November 2020,"Rp14,130.00",18 November 2020,-14130
11,2020,27 November 2020,"Rp14,145.00",26 November 2020,-14145
11,2020,30 November 2020,"Rp14,128.00",18 November 2020,-14128
12,2020,01 December 2020,"Rp14,178.00",30 November 2020,-14178
12,2020,02 December 2020,"Rp14,164.00",30 November 2020,-14164
12,2020,03 December 2020,"Rp14,177.00",02 December 2020,-14177
